,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALEDATE
70188,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10980.0,15.0,112-33 204TH STREET,,11412.0,1.0,0.0,1.0,"1,782","1,152",1935.0,1.0,A5,"350,000",2020-02-27
70191,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10980.0,53.0,112-38 205TH STREET,,11412.0,1.0,0.0,1.0,"1,806",936,1935.0,1.0,A5,"315,000",2020-06-16
70192,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10981.0,146.0,11204 FRANCIS LEWIS BLVD,,11429.0,1.0,0.0,1.0,"1,800","1,224",1950.0,1.0,A5,0,2020-05-25
70193,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10981.0,168.0,112-13 205TH STREET,,11412.0,1.0,0.0,1.0,"1,800",936,1935.0,1.0,A5,0,2020-06-09
70194,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10982.0,206.0,11241 205TH STREET,,11412.0,1.0,0.0,1.0,"1,800",936,1940.0,1.0,A5,"390,000",2020-01-28
70196,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10983.0,47.0,112-38 207TH STREET,,11429.0,1.0,0.0,1.0,"3,000","1,640",1920.0,1.0,A1,"638,000",2020-03-19
70198,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10984.0,7.0,112-31 207TH STREET,,11429.0,1.0,0.0,1.0,"3,000","1,672",1920.0,1.0,A1,"610,000",2020-03-10
70201,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10987.0,16.0,191-22 113TH AVENUE,,11412.0,1.0,0.0,1.0,"3,442","1,728",1920.0,1.0,A1,"535,000",2020-03-23
70202,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10987.0,32.0,191-45 113TH ROAD,,11412.0,1.0,0.0,1.0,"2,900","1,596",1920.0,1.0,A1,"540,000",2020-04-23
70205,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10989.0,22.0,194-34 113TH AVENUE,,11412.0,1.0,0.0,1.0,"3,000","1,560",1920.0,1.0,A1,0,2020-01-20
70206,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10989.0,113.0,194-39 113TH ROAD,,11412.0,1.0,0.0,1.0,"3,000","1,551",1920.0,1.0,A1,"635,000",2020-01-16
70213,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10992.0,31.0,113-44 198TH STREET,,11412.0,1.0,0.0,1.0,"2,942","1,152",1950.0,1.0,A2,"350,000",2020-01-22
70214,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10992.0,45.0,113-19 197TH STREET,,11412.0,1.0,0.0,1.0,"3,000","1,672",1930.0,1.0,A1,"299,250",2020-06-04
70219,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10998.0,35.0,113-26 204TH STREET,,11412.0,1.0,0.0,1.0,"2,000","1,360",1935.0,1.0,A5,"245,000",2020-02-12
70221,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,10999.0,90.0,113-29 204TH STREET,,11412.0,1.0,0.0,1.0,"2,000","1,360",1935.0,1.0,A5,"510,000",2020-06-22
70222,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11000.0,248.0,113-09 205TH STREET,,11412.0,1.0,0.0,1.0,"1,800",936,1945.0,1.0,A5,"460,000",2020-03-31
70224,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11001.0,23.0,113-33 205TH STREET,,11412.0,1.0,0.0,1.0,"1,800",936,1945.0,1.0,A5,0,2020-01-06
70225,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11002.0,90.0,113-19 FRANCIS LEWIS BLVD,,11429.0,1.0,0.0,1.0,"1,800","1,224",1950.0,1.0,A5,"243,200",2020-05-20
70230,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11010.0,12.0,194-14 MURDOCK AVENUE,,11412.0,1.0,0.0,1.0,"3,000","1,516",1920.0,1.0,A1,0,2020-01-31
70234,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11012.0,15.0,194-20 114TH DRIVE,,11412.0,1.0,0.0,1.0,"3,000","1,080",1920.0,1.0,A1,0,2020-01-21
70235,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11012.0,30.0,194-50 114TH DRIVE,,11412.0,1.0,0.0,1.0,"3,475","1,056",1920.0,1.0,A1,"470,000",2020-04-21
70238,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11013.0,8.0,114-04 197TH STREET,,11412.0,1.0,0.0,1.0,"2,500",896,1950.0,1.0,A5,"510,000",2020-02-28
70245,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11014.0,76.0,114-09 197TH STREET,,11412.0,1.0,0.0,1.0,"1,800","1,360",1935.0,1.0,A5,0,2020-01-20
70247,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11017.0,12.0,114-14 201ST STREET,,11412.0,1.0,0.0,1.0,"2,000","1,200",1945.0,1.0,A5,"520,000",2020-05-07
70249,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11017.0,14.0,114-18 201ST STREET,,11412.0,1.0,0.0,1.0,"2,000","1,200",1945.0,1.0,A5,"450,000",2020-02-18
70250,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11017.0,24.0,114-38 201ST STREET,,11412.0,1.0,0.0,1.0,"2,000","1,200",1945.0,1.0,A5,"455,000",2020-05-05
70252,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11017.0,59.0,114-33 200TH STREET,,11412.0,1.0,0.0,1.0,"2,000","1,200",1945.0,1.0,A5,"495,000",2020-06-26
70254,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11020.0,19.0,114-43 203RD STREET,,11412.0,1.0,0.0,1.0,"2,000","1,200",1945.0,1.0,A5,"439,726",2020-02-06
70257,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11021.0,48.0,114-14 205TH STREET,,11412.0,1.0,0.0,1.0,"2,500","1,620",1940.0,1.0,A5,"510,000",2020-01-08
70258,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11022.0,45.0,205-25 114TH ROAD,,11412.0,1.0,0.0,1.0,"2,500","1,518",1935.0,1.0,A5,0,2020-01-23
70259,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11022.0,69.0,205-22 MURDOCK AVENUE,,11412.0,1.0,0.0,1.0,"3,000","2,245",1935.0,1.0,A1,"600,000",2020-05-28
70262,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11027.0,293.0,114-07 208TH STREET,,11411.0,1.0,0.0,1.0,"3,000","1,188",1920.0,1.0,A1,"525,000",2020-06-04
70263,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11027.0,315.0,114-32 209TH STREET,,11411.0,1.0,0.0,1.0,"4,200","1,232",1935.0,1.0,A1,"555,000",2020-06-16
70266,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11029.0,128.0,114-25 210 STREET,,11411.0,1.0,0.0,1.0,"3,000","1,720",1920.0,1.0,A1,"375,000",2020-02-28
70267,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11029.0,160.0,114-36 211TH STREET,,11411.0,1.0,0.0,1.0,"3,000","1,720",1920.0,1.0,A1,"575,000",2020-01-27
70272,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11031.0,15.0,212-26 NASHVILLE BOULEVARD,,11411.0,1.0,0.0,1.0,"2,550","1,608",1931.0,1.0,A5,"525,000",2020-05-27
70273,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11031.0,20.0,114-58 COLFAX STREET,,11411.0,1.0,0.0,1.0,"2,000","1,584",1935.0,1.0,A5,"522,500",2020-03-19
70277,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11033.0,44.0,191-55 115TH DRIVE,,11412.0,1.0,0.0,1.0,"4,000","1,391",1925.0,1.0,A1,0,2020-06-10
70280,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11034.0,28.0,194-46 115 AVENUE,,11412.0,1.0,0.0,1.0,"2,375","1,443",1920.0,1.0,A1,"680,000",2020-06-17
70291,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11038.0,75.0,115-60 198TH ST,,11412.0,1.0,0.0,1.0,"3,000","1,735",1925.0,1.0,A1,"670,000",2020-01-22
70295,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11041.0,43.0,200-16 115TH AVENUE,,11412.0,1.0,0.0,1.0,"2,000","1,200",1935.0,1.0,A5,0,2020-02-24
70296,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11042.0,93.0,201-10 115 AVE,,11412.0,1.0,0.0,1.0,"2,000","1,200",1935.0,1.0,A5,"530,000",2020-03-09
70300,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11043.0,39.0,115-51 202ND STREET,,11412.0,1.0,0.0,1.0,"3,000","1,470",1925.0,1.0,A1,"470,000",2020-01-09
70302,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11043.0,168.0,115-06 203RD STREET,,11412.0,1.0,0.0,1.0,"1,800","1,224",1940.0,1.0,A5,"505,000",2020-05-04
70305,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11047.0,4.0,115-41 205TH STREET,,11412.0,1.0,0.0,1.0,"2,000",900,1940.0,1.0,A5,"530,000",2020-02-06
70315,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11063.0,35.0,192-06 116TH ROAD,,11412.0,1.0,0.0,1.0,"4,867","1,881",1935.0,1.0,A2,0,2020-05-29
70316,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11064.0,73.0,11629 193RD STREET,,11412.0,1.0,0.0,1.0,"2,433","1,568",1920.0,1.0,A1,"535,000",2020-01-15
70317,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11065.0,1.0,11619 194TH STREET,,11412.0,1.0,0.0,1.0,"5,000","1,272",1920.0,1.0,A1,"630,000",2020-01-29
70318,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11066.0,12.0,116-43 194TH ST,,11412.0,1.0,0.0,1.0,"7,500","1,280",1920.0,1.0,A1,"560,038",2020-03-30
70323,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11071.0,46.0,116-30 200TH STREET,,11412.0,1.0,0.0,1.0,"3,000","1,321",1940.0,1.0,A1,"1,000",2020-01-24
70324,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11071.0,47.0,116-34 200TH STREET,,11412.0,1.0,0.0,1.0,"3,000","1,321",1940.0,1.0,A1,"530,000",2020-03-05
70325,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11073.0,117.0,116-27 201ST STREET,,11412.0,1.0,0.0,1.0,"3,000","1,360",1920.0,1.0,A1,"575,000",2020-06-25
70326,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11073.0,129.0,201-08 116TH AVENUE,,11412.0,1.0,0.0,1.0,"3,896","1,144",1930.0,1.0,A1,"565,000",2020-04-02
70331,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11079.0,16.0,116-11 FRANCIS LEWIS BLVD,,11411.0,1.0,0.0,1.0,"2,058","1,344",1970.0,1.0,A5,"495,000",2020-02-12
70334,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,11082.0,72.0,209-15 116TH ROAD,,11411.0,1.0,0.0,1.0,"1,796","1,224",1950.0,1.0,A5,0,2020-03-18
70336,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12393.0,30.0,114-50 172ND STREET,,11434.0,1.0,0.0,1.0,"3,200","1,100",1935.0,1.0,A1,0,2020-03-13
70337,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12395.0,27.0,114-62 174TH STREET,,11434.0,1.0,0.0,1.0,"4,000","1,410",1940.0,1.0,A1,0,2020-03-05
70339,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12397.0,132.0,114-63 175TH STREET,,11434.0,1.0,0.0,1.0,"5,300","1,441",1930.0,1.0,A1,0,2020-06-08
70342,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12398.0,227.0,114-77 175TH PLACE,,11434.0,1.0,0.0,1.0,"5,000","2,552",1940.0,1.0,A1,"513,975",2020-02-03
70345,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12403.0,106.0,115-32 173RD STREET,,11434.0,1.0,0.0,1.0,"3,600","1,700",1925.0,1.0,A1,0,2020-02-06
70347,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12438.0,242.0,186-22 FOCH BOULEVARD,,11412.0,1.0,0.0,1.0,"1,775","1,156",1930.0,1.0,A5,"175,000",2020-02-14
70350,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12451.0,50.0,118-84 RIVERTON STREET,,11412.0,1.0,0.0,1.0,"2,970","1,538",1945.0,1.0,A2,"690,000",2020-01-29
70352,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12452.0,299.0,119-07 180TH STREET,,11434.0,1.0,0.0,1.0,"1,826","1,617",1940.0,1.0,A5,0,2020-02-07
70354,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12452.0,308.0,119-25 180TH STREET,,11434.0,1.0,0.0,1.0,"2,574","1,617",1940.0,1.0,A5,"282,500",2020-02-27
70359,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12462.0,44.0,178-11 119TH ROAD,,11434.0,1.0,0.0,1.0,"4,000","1,154",1925.0,1.0,A1,"484,787",2020-06-13
70365,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12468.0,112.0,119-25 177TH PLACE,,11434.0,1.0,0.0,1.0,"2,900","1,464",1940.0,1.0,A1,"370,000",2020-05-18
70371,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12609.0,11.0,117-12 193RD STREET,,11412.0,1.0,0.0,1.0,"2,500","1,184",1930.0,1.0,A1,"25,000",2020-01-08
70374,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12613.0,25.0,117-36 196TH STREET,,11412.0,1.0,0.0,1.0,"2,500","1,248",1930.0,1.0,A1,0,2020-05-10
70375,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12613.0,35.0,117-29 195TH STREET,,11412.0,1.0,0.0,1.0,"5,000","1,125",1945.0,1.0,A2,0,2020-03-02
70378,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12615.0,11.0,118-06 195TH STREET,,11412.0,1.0,0.0,1.0,"2,500","1,248",1920.0,1.0,A1,"599,000",2020-02-14
70379,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12615.0,12.0,118-08 195TH STREET,,11412.0,1.0,0.0,1.0,"2,500","1,248",1920.0,1.0,A1,"500,000",2020-01-15
70380,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12615.0,18.0,118-24 195TH STREET,,11412.0,1.0,0.0,1.0,"5,590","1,152",1950.0,1.0,A1,0,2020-04-01
70383,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12621.0,41.0,196-07 119TH AVENUE,,11412.0,1.0,0.0,1.0,"3,208","1,568",1925.0,1.0,A1,0,2020-05-01
70389,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12627.0,36.0,11703 201ST PLACE,,11412.0,1.0,0.0,1.0,"2,500","1,056",1960.0,1.0,A5,"228,000",2020-04-24
70393,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12631.0,51.0,118-02 202ND STREET,,11412.0,1.0,0.0,1.0,"2,100","1,008",1925.0,1.0,A1,500,2020-02-21
70395,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12632.0,7.0,118-28 203RD STREET,,11412.0,1.0,0.0,1.0,"4,550","1,020",1950.0,1.0,A2,"495,000",2020-01-13
70396,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12632.0,64.0,118-12 203RD STREET,,11412.0,1.0,0.0,1.0,"2,100","1,204",1920.0,1.0,A1,"400,000",2020-05-08
70398,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12637.0,84.0,117-29 NASHVILLE BOULEVARD,,11411.0,1.0,0.0,1.0,"3,000","1,440",1940.0,1.0,A5,0,2020-06-15
70402,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12639.0,48.0,118-15 204TH STREET,,11412.0,1.0,0.0,1.0,"2,100",992,1930.0,1.0,A5,"25,000",2020-06-16
70410,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12644.0,17.0,119-38 189TH STREET,,11412.0,1.0,0.0,1.0,"2,700","1,568",1920.0,1.0,A1,"639,000",2020-03-26
70414,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12648.0,3.0,192-06 119TH AVENUE,,11412.0,1.0,0.0,1.0,"3,000","1,584",1930.0,1.0,A1,0,2020-05-21
70415,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12648.0,12.0,119-12 193RD STREET,,11412.0,1.0,0.0,1.0,"3,000","1,729",1930.0,1.0,A1,0,2020-02-12
70421,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12659.0,40.0,119-17 202ND STREET,,11412.0,1.0,0.0,1.0,"3,000","1,023",1950.0,1.0,A2,"595,000",2020-01-31
70422,4.0,ST. ALBANS,01 ONE FAMILY DWELLINGS,12663.0,72.0,205-16 119TH AVENUE,,11412.0,1.0,0.0,1.0,"2,000","1,020",1960.0,1.0,A5,"508,000",2020-02-28
70423,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10271.0,135.0,110-23 172ND STREET,,11433.0,2.0,0.0,2.0,"1,800","1,224",1950.0,1.0,B3,"1,000",2020-02-14
70426,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10295.0,39.0,111-55 178TH STREET,,11433.0,2.0,0.0,2.0,"4,000","1,400",1950.0,1.0,B3,"605,000",2020-05-22
70435,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10398.0,6.0,115-57 DUNKIRK STREET,,11412.0,2.0,0.0,2.0,"4,000","1,416",1960.0,1.0,B2,"610,000",2020-01-16
70436,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10404.0,45.0,114-04 NEWBURGH STREET,,11412.0,2.0,0.0,2.0,"4,650","2,280",1935.0,1.0,B3,"600,000",2020-03-25
70437,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10405.0,47.0,18705 QUENCER ROAD,,11412.0,2.0,0.0,2.0,"3,000","1,698",1935.0,1.0,B3,"400,000",2020-02-05
70439,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10408.0,40.0,185-06 JORDAN AVENUE,,11412.0,2.0,0.0,2.0,"2,700","1,518",1920.0,1.0,B3,0,2020-02-06
70440,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10418.0,40.0,187-17 MANGIN AVENUE,,11412.0,2.0,0.0,2.0,"2,700","1,518",1935.0,1.0,B3,"735,000",2020-01-29
70441,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10421.0,18.0,18837 MURDOCK AVENUE,,11412.0,2.0,0.0,2.0,"7,253","1,820",1920.0,1.0,B3,"580,000",2020-01-22
70443,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10427.0,37.0,188-25 KEESEVILLE AVE,,11412.0,2.0,0.0,2.0,"3,000","1,672",1930.0,1.0,B3,"250,000",2020-01-30
70444,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10431.0,10.0,189-40 113TH ROAD,,11412.0,2.0,0.0,2.0,"2,789","5,058",2015.0,1.0,B1,"725,000",2020-05-27
70446,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10437.0,40.0,188-41 JORDAN AVENUE,,11412.0,2.0,0.0,2.0,"4,125","2,040",2006.0,1.0,B3,1,2020-04-03
70447,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10925.0,18.0,190-14 109TH ROAD,,11412.0,2.0,0.0,2.0,"2,710","1,658",2019.0,1.0,B2,0,2020-04-28
70449,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10937.0,121.0,110-18 198TH STREET,,11412.0,2.0,0.0,2.0,"4,000","1,718",1930.0,1.0,B3,"275,000",2020-03-06
70455,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10942.0,145.0,110-01 202ND STREET,,11412.0,2.0,0.0,2.0,"3,000","1,486",1925.0,1.0,B3,"583,000",2020-05-19
70460,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10950.0,94.0,190-32 111TH AVENUE,,11412.0,2.0,0.0,2.0,"4,000","1,620",1945.0,1.0,B3,0,2020-05-12
70467,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10971.0,50.0,19426 112TH ROAD,,11412.0,2.0,0.0,2.0,"3,000","1,532",1930.0,1.0,B3,0,2020-04-08
70468,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10973.0,46.0,112-11 197TH STREET,,11412.0,2.0,0.0,2.0,"3,000","1,224",1930.0,1.0,B2,"370,000",2020-05-27
70470,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10981.0,172.0,112-05 205 ST,,11412.0,2.0,0.0,2.0,"1,800",936,1935.0,1.0,B3,"563,000",2020-03-27
70474,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10988.0,4.0,113-39 FARMERS BLVD,,11412.0,2.0,1.0,3.0,"1,412","2,412",1920.0,1.0,S2,"445,000",2020-06-12
70479,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10998.0,28.0,113-12 204TH STREET,,11412.0,2.0,0.0,2.0,"2,000","1,360",1935.0,1.0,B3,"535,500",2020-02-26
70480,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,10998.0,30.0,113-16 204TH STREET,,11412.0,2.0,0.0,2.0,"2,000","1,360",1935.0,1.0,B3,0,2020-03-06
70483,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11009.0,35.0,191-47 115TH AVENUE,,11412.0,2.0,0.0,2.0,"3,000","1,619",1920.0,1.0,B3,"710,000",2020-06-22
70487,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11011.0,61.0,194-13 114TH DRIVE,,11412.0,2.0,0.0,2.0,"3,000","1,440",1930.0,1.0,B3,"537,000",2020-03-16
70488,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11012.0,66.0,194-05 115TH AVE,,11412.0,2.0,0.0,2.0,"2,850","1,630",1920.0,1.0,B3,"740,000",2020-05-14
70492,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11021.0,3.0,204-15 115 AVENUE,,11412.0,2.0,0.0,2.0,"4,000","1,828",1940.0,1.0,B3,0,2020-06-05
70495,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11026.0,355.0,114-33 207 STREET,,11411.0,2.0,0.0,2.0,"2,942","1,604",1930.0,1.0,B3,0,2020-01-15
70496,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11026.0,388.0,114-44 208TH STREET,,11411.0,2.0,0.0,2.0,"3,000","1,176",1930.0,1.0,B3,"549,900",2020-06-22
70499,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11037.0,75.0,115-60 197TH STREET,,11412.0,2.0,0.0,2.0,"3,000","1,296",1930.0,1.0,B3,"782,500",2020-02-03
70500,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11038.0,1.0,197-19 116TH AVENUE,,11412.0,2.0,0.0,2.0,"3,200","1,723",1925.0,1.0,B3,"725,000",2020-03-23
70506,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11053.0,54.0,115-23 210TH STREET,,11411.0,2.0,0.0,2.0,"3,150","1,860",1925.0,1.0,B3,"350,000",2020-06-17
70508,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11057.0,56.0,191-19 116TH AVENUE,,11412.0,2.0,0.0,2.0,"6,000","2,664",1920.0,1.0,B3,"690,000",2020-01-31
70511,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11060.0,9.0,116-39 190TH STREET,,11412.0,2.0,0.0,2.0,"3,650","2,156",2003.0,1.0,B2,"830,000",2020-05-28
70514,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11061.0,54.0,191-19 116TH ROAD,,11412.0,2.0,0.0,2.0,"4,000","1,285",1950.0,1.0,B1,"995,000",2020-04-14
70517,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11063.0,48.0,116-44 193RD STREET,,11412.0,2.0,0.0,2.0,"2,500","1,764",1950.0,1.0,B1,0,2020-06-08
70518,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11064.0,74.0,116-28 194 STREET,,11412.0,2.0,0.0,2.0,"3,820","1,356",1955.0,1.0,B3,"810,000",2020-04-24
70520,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11065.0,9.0,194-08 116TH AVENUE,,11412.0,2.0,0.0,2.0,"4,000","2,754",1965.0,1.0,B3,"530,000",2020-01-23
70523,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11066.0,16.0,116-37 194TH STREET,,11412.0,2.0,0.0,2.0,"2,500","1,500",2005.0,1.0,B2,"610,000",2020-01-03
70524,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11071.0,20.0,116-21 199TH ST,,11412.0,2.0,0.0,2.0,"3,325","1,186",1940.0,1.0,B3,"696,000",2020-01-30
70525,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11071.0,30.0,199-10 116TH AVE,,11412.0,2.0,0.0,2.0,"3,000","1,357",1940.0,1.0,B3,0,2020-01-02
70527,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,11072.0,23.0,116-15 200TH STREET,,11412.0,2.0,0.0,2.0,"3,000","1,330",1925.0,1.0,B3,"575,000",2020-03-12
70533,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12442.0,15.0,188-18 LINDEN BOULEVARD,,11412.0,2.0,1.0,3.0,"2,431","4,958",1920.0,1.0,S2,"945,000",2020-02-10
70535,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12448.0,22.0,118-11 RIVERTON STREET,,11412.0,2.0,0.0,2.0,"2,500","1,972",2004.0,1.0,B2,"805,000",2020-02-27
70538,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12451.0,40.0,118-64 RIVERTON STREET,,11412.0,2.0,0.0,2.0,"3,300","1,538",1930.0,1.0,B3,0,2020-06-10
70540,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12455.0,218.0,119-60 FARMERS BLVD,,11412.0,2.0,0.0,2.0,"3,310","1,716",1925.0,1.0,B3,"760,000",2020-02-27
70543,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12462.0,6.0,177-34 BAISLEY BOULEVARD,,11434.0,2.0,0.0,2.0,"3,270","1,850",1930.0,1.0,B3,0,2020-01-16
70544,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12466.0,24.0,178-33 120TH AVENUE,,11434.0,2.0,0.0,2.0,"3,000","1,898",1935.0,1.0,B3,0,2020-03-07
70547,4.0,ST. ALBANS,02 TWO FAMILY DWELLINGS,12470.0,34.0,119-64 177TH STREET,,11434.0,2.0,0.0,2.0,"3,000","1,324",1925.0,1.0,B3,"537,500",2020-01-10
